subject,verb,object
pf,também cumprir,mandado em casa
pf,também fazer,busca
pf,também identificar,risco de fuga de geddel
pf,também monitorar,homem
pf,também prender,pastor evangélico daniel pereira de costa luco
pf,também pretender ampliar,atuação
pf,também realizar,busca em gabinete de secretário marco fireman em ministério de saúde
pf,também vasculhar,casa de ex diretor de petroquisa djalma rodrigues
pf,ter,atribuição
pf,ter,envolvimento político contra campanha de governador fernando pimentel
pf,ter,equipe a disposição de stf
pf,ter,equipe a disposição de supremo
pf,ter,problema semelhante com celulares de coronel lima
pf,trazer,doleiro suspeito lavar em esquema de sérgio cabral
pf,usar,informação
pf,usar levar,dia inteiro
pf,ver,crime
pf,ver,indício de formação de organização criminoso
pf,ver pedir,5 dia
pf de pernambuco,prende,argentino
pgmu,conter,regra
pgr,acusar,calheiro
pgr,acusar,tucano
pgr,acusar,vice líder de governo
pgr,agora também querer apurar,motivo de saída de ex procurador de banca de advocacia
pgr,ainda criar,força s tarefa
pgr,ainda preparar,denúncia contra membro de pmdb de câmara entre quais presidente michel temer
pgr,além enviar,duas
pgr,além pedir,diligência
pgr,além requisitar,prisão domiciliar de mãe de irmão vieiro limo marluce
pgr,além também acusar formalmente,quatro pessoa
pgr,além também acusar formalmente,quatro suspeito
pgr,além também ouvir,antônio celso grecco
pgr,anunciar,revisão de delação
pgr,anunciar,revisão de delação de executivo de jbs
pgr,apontar,ligação entre investigação
pgr,apontar,necessidade investigar
pgr,apontar ainda,esquema
pgr,apresentar,duas denúncia contra temer uma por episódio de mala de r$ 500 mil de jbs
pgr,apresentar,novo lista de janot
pgr,apurar,episódio
pgr,argumentar haver,indício suficiente cometer
pgr,argumentar não haver,identidade relevante
pgr,assim entender dar,espaço predominar em escola municipal
pgr,atua querer paralisar criar,denúncia
pgr,citar,decisão de senador desobedecer
pgr,confirmar,recebimento de pedido
pgr,contestar,possibilidade de catequese em aula
pgr,cumprir,papel
pgr,decidir apurar,suposto envolvimento de 199 político
pgr,decidir investigar,presídio
pgr,decidir rescindir,acordo de joesley batista executivo de grupo
pgr,denunciar,beto mansur
pgr,denunciar,investigado
pgr,denunciar,sérgio petecão
pgr,denunciar pedir,prisão domiciliar de mãe
pgr,eliminar,exigência de delcídio
pgr,emitir,parecer contra soltura de edson albertassi deputado de mdb
pgr,entregar,83 pedido de abertura de inquérito
pgr,enviar,centena de nome
pgr,enviar,versão de delação
pgr,fazer,pedido
pgr,identificar,trocas de e mail entre ex procurador
pgr,identificar,trocas de e mail entre procurador de república
pgr,ignorar,princípio elementar de estado democrático como tripartição de poderes
pgr,incluir,depoimento de funaro em inquérito de lava jato
pgr,incluir,fato novo
pgr,informar,rescisão cancelamento
pgr,investigar,denúncia de yune contra padilha
pgr,investigar,parlamentar
pgr,junto pedir,uso de tornozeleira eletrônico
pgr,já pedir,abertura de inquérito
pgr,levar diretamente,pedido
pgr,listar,série de mensagem telefônico entre bené
pgr,novamente levantar,caso joesley
pgr,não apresentar,fato novo
pgr,não apresentar,indício dessa ligação
pgr,não pedir,abertura de inquérito
pgr,não só denunciar,vieira lima
pgr,oferecer,denúncia contra procurador de mpt
pgr,oferecer,denúncia contra temer
pgr,oferecer,duas denúncia contra presidente michel temer
pgr,oferecer,possibilidade de suspensão de processo
pgr,orientar,gravação
pgr,pedir,abertura de inquérito
pgr,pedir,afastamento de ministro de relatoria de habeas corpus de eike batista
pgr,pedir,arquivamento de processo de corrupção
pgr,pedir,condenação
pgr,pedir,condenação de envolvido
pgr,pedir,desmembramento de inquérito 4327 em relação a conduta de joesley batista
pgr,pedir,investigação contra ministro eliseu padilha pmdb de casa civil de ciência de integração nacional
pgr,pedir,prisão de aécio
pgr,pedir,prisão de ex procurador de jbs
pgr,pedir,prisão domiciliar de lúcio vieira lima
pgr,pedir,providência
pgr,pedir rejeitar não levar,caso
pgr,pretender pedir,abertura de inquérito
pgr,querer assegurar,recurso
pgr,receber,dado de conta de joão santana
pgr,rechaçar também,questão processual
pgr,reconhecer também,desvio ilegal atuação de marcelo miller
pgr,reconsiderar,pedido de prisão de marcello miller
pgr,reencaminhar,delação para homologação
pgr,remeter,investigação
pgr,requisitar solidariamente,indenização por dano moral coletivo
pgr,revisar,acordo de delação de joesley batista dono de jbs
pgr,também querer,confisco de participação societário de três empresa de família vieira limo em incorporação de cosbat empreendimento imobiliário companhia de luiz fernando machado de costa filho
pgr,também reiterar,denúncia por corrupção passivo de andrea neve
pgr,tentar criminalizar,lícito atividade parlamentar
pgr,tentar desmoralizar,homem público bem
pgr,tentar forçar,eventual acordo de delação
pgr,ter,48 hora
pgr,ter,acesso a mídia
pgr,ter,conhecimento de auxílio ilícito de procurador a executivo de j&f em elaboração de colaboração
pgr,ter,função propor
pgr,transformar,supremo tribunal federal
pgr,violar,sigilo de fonte
pgr sob comando de rodrigo janot,apresentar,duas denúncia contra temer por crime de corrupção passivo
pgv,definir,valor venal de imóvel de cidade
ph,além ter também,reconhecimento de equipe médico
phelipe dagostinho,dirigir,camaro
phil collins,começa hoje,turnê
philippe garrel,buscar,forma vivo de representação em amante
philippe garrel,contar,gênese de abertura de belo amante por um dia
philippe garrel,ganhar,retrospectiva
philippe garrel,haver,terceiro crédito de roteiro
philippe zdar,entender,pista de dança
philips,avaliar,aplicação de novo regra para contrato temporário
phillippe coutinho,destacar,marcação
pia fraus,apresentar,riqueza de fauna brasileiro
piada,entregar,identidade de dono de apelido
pianista,fazer,show
piauiense,sair pedalar,230 km
piauiense,sair pedalar,230 km por dia
piauí,perder,grande oportunidade ter
pib,crescer encerrar,maior recessão de história de país..
pib,surpreender ajudar cair mais ter,efeito multiplicador
pica pau,chegar,telona
picada,causar,inflamação
picada café,zerar,fila de espera
picada de mosquito,transmitir,febre amarelo
picado café,passar fazer,"nota melhor que média brasileiro de 5,3"
picado café,zerar ter,estudante de ensino fundamental
picanço,negar,participação em esquema de mineração
picchi,também renovar,cardápio
picciani,alegar,agravamento de quadro de saúde em prisão
picciani,celebrar,decisão
picciani,citar criticar,condução
picciani,deixar,presídio de benfica
picciani,deixar,prisão
picciani,negar,acusação
picciani,não utilizar ter,estado de saúde
picciani,receber,r$ 83 milhões
picciani,seguir,mesmo linha
picciani,ter,aumento exponencial de patrimônio
picciani,ter,dinheiro
pichador,ter além,multa de r$ 5 mil ”.
pichação em muro,registrar,oferta de cão
pico de menção entre 17h 243 mil tuíte,obter portanto,cobertura temático noticioso
piedras negro,ter,655 detento
pierre cardin chefe de ateliê de maison em 1947,lembrar,se
pierre curie,ver mostrar,solidariedade sincero com carreira de estudante
pil,além prever,importante participação de governo em financiamento de obra
pilato,já fazer,sátira de situação político de brasil sob ditadura
pilato melopéia episódio v de isabelle,trazer,amigo
pilho de dinheiro,agora só pagar,café
piloto,abrir,fogo
piloto,além realizar haver não possuir,autorização para manobras acrobático
piloto,arremeter tentar,pouso
piloto,chegar ali ter,barraca
piloto,conduzir,moto esportivo suzuki gsxr 1.000 cilindrar
piloto,dar,palestra
piloto,decidir interromper,viagem
piloto,emitir,código
piloto,emitir,código sequestrar
piloto,encaminhar,mensagem código
piloto,enviar,mensagem em código
piloto,era ter,56 ano
piloto,fazer,comentário sobre tempo
piloto,fazer,volta
piloto,informar fazer,manobra
piloto,informar fazer,pouso de emergência
piloto,inicialmente obedecer desviar,curso
piloto,notificar,torre de controle de aeroporto de rionegro
piloto,não conseguir ver,pista
piloto,não possuir,autorização para manobras acrobático
piloto,não ter,conhecimento operar
piloto,parecer não sofrer,ferimento grave
piloto,perceber acionar,torre de controle
piloto,perceber decidir seguir,viagem
piloto,realizar,operação por instrumento sem condição visual
piloto,registrar declarar,emergência
piloto,registrar solicitar,retorno
piloto,reportar pedir,autorização para descida
piloto,reportar pedir,autorização para pouso de emergência
piloto,reunir,104 aluno de escola público de porto alegre..
piloto,sair sobrevoar,cidade natal mâncio lima
piloto,sofrer,desorientação espacial..
piloto,tentar fazer,manobras
piloto,ter,tempo avisar
piloto,testar,limite
piloto,usar,referência visual de solo
piloto armado,não ganhar,tipo de complemento salarial
piloto de aeronave,fazer,duas tentativas de pouso
piloto de aeronave osmar rodrigues,fazer,duas tentativas de pouso
piloto de avião,dar,palestra voar em paraty
piloto de avião,fazer,pouso forçado
piloto de avião,indicar,plano de voo falso
piloto de avião,voar,aeronave de mesmo fabricante
piloto de avião de pequeno porte,fazer,pouso forçado
piloto de bombardeiro,onde receber,treinamento
piloto de helicóptero,fazer,pouso programado a margem de ba-142
piloto de moto,ter,ferimento
piloto júlio zavatti,terminar,sertão
piloto osmar rodrigues,era dar,palestra
piloto peterson pinheiro,quando ter,dificuldade controlar
piloto promissor jake pentecostes john boyega,abandonar,formação
pimenta,aceitar feito,solicitação para contratação de duas assessor departamental uma delas para diretoria
pimenta,então pedir,respeito
pimenta bueno,ter desvendar,autoria de 78 crime
pimentel,ainda decretar,luto oficial de três dia
pimentel,ajudar,empresa
pimentel,além também presidir,câmara de comércio exterior camex
pimentel,apoiar muito,construtor
pimentel,assinar,decreto
pimentel,chamar,acusação
pimentel,desistir enviar,projeto de lei
pimentel,divulgar,nota
pimentel,então levar,mala
pimentel,enviar,proposta de projeto de lei tratar de assunto
pimentel,favorecer indiciar,coutinho
pimentel,intermediar,pagamento
pimentel,intermediar,pagamento de valores
pimentel,já pleitear precisar estruturar,campanha
pimentel,negar,irregularidades..
pimentel,pedir,r$ 20 milhões
pimentel,pedir aceitar pagar,r$ 15 milhões
pimentel,querer só autorizar,pagamento de r$ 12 milhões
pimentel,receber,mensalinho de r$ 300 mil
pimentel,receber,"r$ 13,5 milhões"
pimentel,receber beneficiar,empreiteiro
pimentel,reforçar,importância dessa normatização
pimentel,também citar comparar,citação de crime
pinheiro,assumir,secretaria de educação de bahia
pinheiro,comunicar anunciar,médico huark douglas
pinheiro,diante deferir,tutela de urgência
pinheiro,portanto fazer,investigação completo sobre acontecimento recente em síria
pinheiro,quando assumir,pasta baiano
pinheiro,retomar,cargo
pinheiro,também criticar,fato colocar em prisão
pinheiro,também mandar,recado
pinheiro,tecer,críticas a condução de governo por presidente dilma rousseff.
pink elephant,preparar,sábado roso
pino,não encaixar direito tomar,choque
pinto,embolsar,r$ 6 milhões
pintor,dar,famoso pomba
pintor,trazer,olhar de natureza de cidade
pintura abapor de amaral de 1928,inspirar,manifesto antropofágico
pioneiro,criar presidir,pró- tv entidade preservar
pioneiro de hip hop nacional rapper thaíde,comemorar,30 ano de carreira
pioneiro em ramo de bronzeamento em laje,pegar,carono
piora de nutrição dever a escassez de alimento,enfraquecer,sistema imunológico
piora em situação de banco público,ter principalmente,exposição a grande empresa
pipe- rack,ganhar,licitação
pirataria on line,ganhar reduzir drasticamente,número de produtor
piratini,porém correr,risco descumprir
pirenópolis,ter,carnaval
pis/cofins,representar arrecadar,r$ 1 bilhão
piscinão penha brasil,estar não ter,máquina
pisit,abordar,tema como situação educacional de brasileiro
piso,esquentar sair,pouco de fumaça
piso salarial,estar pedir,novo tabela de salário para servidor administrativo
pitoresco fato,atingir,leitor
pitsiladis,realizar,tomografia computadorizada de tênis
pitty,ainda amplificar ganhar,espaço
pituco,apresentar,evolução clínico
pizzatto,acompanhar,cida
pizzatto,cair bater cortar,testa
pizzatto,deixar,esposo
pizzolato,cumprir,requisito de lei
piñera,administrar,agenda de direito civil de bachelet
piñera,anunciar,membro de gabinete
piñera,basear,propostas
piñera,disputar,2º turno presidencial
piñera,divulgar,vídeo de apoio a presidente argentino mauricio macri
piñera,fazer,chamado de unidade
piñera,formar cursar,mestrado
piñera,fundar,construtor toltén.
piñera,fundar,primeiro empresa construtor toltén
piñera,governar assumir,comando de país
piñera,não revoguar,lei
piñera,repetir,candidatura
piñera,suceder,socialista michelle bachelet
piñera,tomar,posse
piñera,traçar,objetivo para campanha a segundo turno
piñera,vencer,alejandro guillier candidato de grupo de centro esquerdo nuevo mayoría
piñera,vencer,eleição
piñera,vencer,eleição presidencial de dezembro
pl,prever,adicional de 2 % em alíquota de imposto sobre circulação de mercadoria icms de produto
pl 445,definir independentemente,limite único de 75 decibel durante dia
placa,anunciar retirar ter,encaminhamento feita em 16 novembro de 2016
placa,exibir,texto originais..
placa,exibir,texto original
placa,homenageiar,famoso personagem
placa,ter,mesmo medida
placa de moto,ajudar,polícia
placar,confirmar,decisão de próprio stf
placar,ter,251 voto favorável a presidente
placar acirrado,além reiterar,percepção ser
placar apertado em votação,ainda despertar quanto,cautela
placar informal de votação,apontar,13 voto para sim
planalto,acionar,advocacia geral de união agu
planalto,afirmar receber ter,82 ponto
planalto,ainda tentar,esforço político
planalto,além não ter,intenção melindrar neste momento
planalto,além ter,assunto preocupar
planalto,anunciar,jucá
planalto,anunciar,novo líder de governo
planalto,apoiar,governador marconi perillo go
planalto,apoiar,proposta de rodrigo maia mudar para pesquisador edmar almeida de grupo de economia de energia de ufrj
planalto,confirmar,exoneração de bruno araújo de ministério de cidade
